,duracion_recorrido,nombre_estacion_origen,nombre_estacion_destino,MES,DIA
9191,351,Congreso,Paraná,January,03
9204,126,PARQUE DEL BAJO,MACACHA GUEMES,January,03
9205,522,PARQUE DEL BAJO,RETIRO II,January,03
9259,342,Constitución,Ruy Díaz de Guzmán,January,31
9276,1012,PARQUE DEL BAJO,VIRREY CEVALLOS,January,31
9303,2679,Pacifico,Pacifico,January,10
9304,1352,Pacifico,Husares,January,10
9316,444,PARQUE DEL BAJO,Retiro I,January,10
9319,1821,Constitución,BOEDO Y VENEZUELA,January,10
9359,1687,PARQUE DEL BAJO,JULIETA LANTERI,January,27
9365,679,Pacifico,RAVIGNANI,January,27
9380,1570,Pacifico,Pacifico,January,17
9387,1005,Constitución,CERRITO,January,17
9398,154,Constitución,Constitución,January,17
9418,378,PARQUE DEL BAJO,Retiro I,January,11
9420,3933,Pacifico,Pacifico,January,11
9429,921,Constitución,BELGRANO,January,11
9491,1012,Constitución,Madero UCA,January,19
9563,1718,PARQUE DEL BAJO,Peña,January,09
9564,465,PARQUE DEL BAJO,RETIRO II,January,09
9570,1400,Constitución,Catedral,January,09
9594,1480,Congreso,RIOBAMBA,January,24
9605,523,PARQUE DEL BAJO,RETIRO II,January,24
9609,749,PARQUE DEL BAJO,RODRIGO BUENO,January,24
9707,1158,Congreso,HUMBERTO 1°,January,07
9725,1028,Pacifico,YATAY,January,20
9767,1303,Congreso,CASA SAN,January,21
9773,2494,PARQUE DEL BAJO,RODRIGO BUENO,January,21
9783,10199,Plaza Italia,Plaza Italia,January,28
9784,1869,Plaza Italia,ESTADOS UNIDOS Y BOEDO,January,28
9852,2697,Pacifico,,January,25
9863,2374,Pacifico,De Los Ombues,January,25
9889,332,PARQUE DEL BAJO,ADUANA,January,05
9906,3298,Plaza Italia,Paraná,January,23
9907,1130,Plaza Italia,MALBA,January,23
9922,1778,Constitución,VIRREY CEVALLOS,January,23
9982,1172,Pacifico,Pacifico,January,13
10027,3548,Plaza Italia,Plaza Italia,January,12
10077,1108,Congreso,Congreso,January,02
10153,805,Congreso,Constitución,January,30
10154,1556,Pacifico,Galicia,January,30
10249,3079,Congreso,,January,29
10282,1616,Congreso,Jorgelina De Simone,January,31
10318,2145,PARQUE DEL BAJO,Parque Las Heras,January,10
10511,8854,Plaza Italia,COSTANERA NORTE,January,19
10512,2417,Plaza Italia,COSTANERA NORTE,January,19
10607,571,Congreso,ESMERALDA,January,24
10630,1045,Pacifico,Fitz Roy & Gorriti,January,24
10666,3014,Plaza Italia,Rivadavia y 9 de Julio,January,08
10686,610,Constitución,HUMBERTO 1°,January,04
10697,289,Plaza Italia,F.J.Santamaria de Oro,January,04
10739,11304,Constitución,AZUCENA VILLAFLOR,January,20
10796,916,Constitución,Suipacha,January,16
10805,1352,Plaza Italia,UGARTECHE,January,16
10811,1115,Pacifico,General Urquiza,January,16
10877,714,Congreso,MANZANA 66,January,05
10920,855,Pacifico,COSTA RICA,January,23
10992,654,Congreso,Estados Unidos,January,18
11013,346,Constitución,Parque Lezama,January,13
11021,555,Constitución,HUMBERTO 1°,January,13
11022,798,Pacifico,COSTA RICA,January,13
11049,1773,Congreso,HOSPITAL RAMOS MEJIA,January,12
11051,2405,Pacifico,Plaza Libertad,January,12
11052,1487,Pacifico,General Urquiza,January,12
11053,345,Pacifico,Plaza República de Ecuador,January,12
11067,3296,PARQUE DEL BAJO,PARQUE DEL BAJO,January,12
11068,2208,PARQUE DEL BAJO,PARQUE DEL BAJO,January,12
11079,689,Constitución,HUMBERTO 1°,January,12
11124,1574,Congreso,HOSPITAL GARRAHAN,January,02
11127,823,Pacifico,COSTA RICA,January,02
11143,1667,Pacifico,PLAZA BOLIVIA,January,02
11151,334,Congreso,OBELISCO,January,26
11210,1243,PARQUE DEL BAJO,MEDRANO,January,30
11234,479,Congreso,Independencia,January,03
11237,2158,Pacifico,Plaza Libertad,January,03
11289,4112,Plaza Italia,Ecoparque,January,15
11310,351,Congreso,OBELISCO,January,31
11317,647,Congreso,SAAVEDRA,January,31
11359,2476,Pacifico,Plaza Libertad,January,10
11360,767,Pacifico,RAVIGNANI Y GUATEMALA,January,10
11374,402,PARQUE DEL BAJO,ADUANA,January,10
11411,691,Pacifico,RAVIGNANI Y GUATEMALA,January,27
11420,2709,Pacifico,De Los Incas,January,27
11469,3230,Pacifico,Pacifico,January,11
11479,588,Constitución,HUMBERTO 1°,January,11
11480,1735,Congreso,HOSPITAL RAMOS MEJIA,January,11
11482,1023,Pacifico,COSTA RICA,January,11
11484,1174,PARQUE DEL BAJO,PARQUE DEL BAJO,January,11
11493,409,Pacifico,Plaza República de Ecuador,January,11
11512,1611,Congreso,Parque Centenario,January,19
11514,2021,Plaza Italia,Ecoparque,January,19
11522,577,Constitución,HUMBERTO 1°,January,19
11523,2953,PARQUE DEL BAJO,PARQUE DEL BAJO,January,19
11549,348,Congreso,OBELISCO,January,06
11559,690,Constitución,HUMBERTO 1°,January,06
11607,640,Constitución,HUMBERTO 1°,January,09
11722,1249,Plaza Italia,FACULTAD DE DERECHO,January,04
11729,1482,Pacifico,PLAZA DEL ANGEL GRIS,January,04
11759,867,Constitución,JULIETA LANTERI,January,20
11805,3639,Pacifico,Pacifico,January,28
11816,274,Congreso,ALSINA,January,16
11845,893,Plaza Italia,De Los Ombues,January,16
11883,1260,Pacifico,PLAZA NORUEGA,January,25
11894,466,Pacifico,Plaza Palermo Viejo,January,05
11895,1437,Pacifico,PLAZA FELIX LIMA,January,05
11919,834,Constitución,Plaza Libertad,January,05
11947,476,Pacifico,Plaza Palermo Viejo,January,23
11959,780,PARQUE DEL BAJO,Parque Lezama,January,23
12008,212,PARQUE DEL BAJO,PARQUE DEL BAJO,January,18
12012,609,Plaza Italia,Plaza Alemania,January,18
12013,1188,Plaza Italia,Humahuaca,January,18
12016,928,Congreso,Pasteur,January,18
12043,3611,Pacifico,Pacifico,January,13
12063,2441,Pacifico,VILLARROEL,January,13
12065,1137,Constitución,Cementerio de Recoleta,January,13
12086,722,Constitución,Legislatura,January,13
12088,764,Congreso,25 De Mayo,January,12
12148,769,Plaza Italia,ARENALES Y AGUERO,January,02
12166,2134,Pacifico,Ecoparque,January,26
12167,540,Pacifico,Plaza Palermo Viejo,January,26
12183,842,Constitución,Plaza Primero de Mayo,January,26
12217,866,Congreso,HUMBERTO 1°,January,30
12219,1320,Pacifico,Plaza Almagro,January,30
12220,1507,Pacifico,PLAZA CASTELLI,January,30
12230,1486,PARQUE DEL BAJO,MARCELO T. DE ALVEAR,January,30
12354,556,Constitución,AZOPARDO Y CHILE,January,31
12378,658,Plaza Italia,Plaza República de Ecuador,January,10
12379,603,Congreso,LIMA,January,10
12399,787,Constitución,CARLOS CALVO,January,10
12434,1603,Pacifico,PLAZA DEL ANGEL GRIS,January,27
12435,1371,Pacifico,PLAZA NORUEGA,January,27
12442,1381,Plaza Italia,Plaza Italia,January,17
12449,871,Constitución,Plaza Primero de Mayo,January,17
12485,590,Constitución,Independencia,January,11
12490,1769,Congreso,Paraná,January,11
12511,1081,Plaza Italia,FACULTAD DE DERECHO,January,11
12534,1002,Constitución,Plaza Primero de Mayo,January,19
12561,1552,Plaza Italia,Padilla,January,06
12576,2073,Congreso,FACULTAD DE DERECHO,January,06
12581,612,Plaza Italia,MALBA,January,06
12609,962,PARQUE DEL BAJO,Parque Lezama,January,09
12643,787,PARQUE DEL BAJO,Parque Lezama,January,24
12672,1130,Pacifico,PLAZA NORUEGA,January,24
12703,1389,Congreso,Velasco,January,08
12722,1672,Constitución,Constitución,January,04
12751,661,Constitución,JULIETA LANTERI,January,07
12762,1143,Congreso,AUSTRIA Y FRENCH,January,20
12773,1802,Constitución,Barrio 31,January,20
12774,604,Constitución,JULIETA LANTERI,January,20
12871,1175,Constitución,OBELISCO,January,25
12875,510,PARQUE DEL BAJO,Suipacha,January,25
12886,1069,Plaza Italia,Ecuador,January,25
12891,1073,Plaza Italia,Paraná,January,25
12894,507,PARQUE DEL BAJO,MACACHA GUEMES,January,25
12896,558,Plaza Italia,,January,25
12914,1443,Constitución,Barrio 31,January,25
12919,351,Constitución,Plazoleta Colombia,January,01
12925,1060,Plaza Italia,YATAY,January,05
12926,962,Pacifico,PUEYRREDÓN,January,05
12940,1010,Constitución,ALSINA,January,05
13029,895,Constitución,CORRIENTES,January,18
13047,412,Constitución,Plazoleta Colombia,January,18
13061,703,Congreso,SAAVEDRA,January,13
13066,720,Constitución,JULIETA LANTERI,January,13
13068,1263,PARQUE DEL BAJO,Constitución,January,13
13096,920,PARQUE DEL BAJO,Constitución,January,12
13100,522,Constitución,JULIETA LANTERI,January,12
13101,909,Constitución,Ministerio de Economia,January,12
13126,855,Congreso,ALSINA,January,02
13136,1615,PARQUE DEL BAJO,Carlos Gardel,January,02
13155,342,Constitución,Plazoleta Colombia,January,02
13182,338,PARQUE DEL BAJO,MACACHA GUEMES,January,26
13235,1669,Constitución,Constitución,January,30
13236,1584,Constitución,Ministerio de Economia,January,30
13237,1408,Constitución,Barrio 31,January,30
13290,324,Constitución,Plazoleta Colombia,January,03
13316,1729,Pacifico,Plaza Vicente Lopez,January,15
13342,1149,Congreso,Parque Las Heras,January,31
13344,6630,Pacifico,Pacifico,January,31
13346,654,PARQUE DEL BAJO,Suipacha,January,31
13349,271,PARQUE DEL BAJO,JUANA MANSO I,January,31
13352,2320,Congreso,PARQUE PATRICIOS II,January,31
13370,1350,Pacifico,PLAZA NORUEGA,January,31
13453,251,PARQUE DEL BAJO,JUANA MANSO I,January,17
13459,1799,PARQUE DEL BAJO,Independencia,January,17
13467,1116,Plaza Italia,HOSPITAL DE CLÍNICAS,January,17
13468,960,Constitución,CORRIENTES,January,17
13469,556,Constitución,JULIETA LANTERI,January,17
13503,2053,Constitución,25 De Mayo,January,11
13532,338,Constitución,Plazoleta Colombia,January,11
13536,8036,Congreso,Congreso,January,19
13550,225,Congreso,Ayacucho,January,19
13561,614,Constitución,JULIETA LANTERI,January,19
13563,1234,Congreso,AUSTRIA Y FRENCH,January,19
13564,602,Pacifico,Plaza República de Ecuador,January,19
13575,370,Constitución,Plazoleta Colombia,January,19
13579,401,Constitución,Parque Lezama,January,06
13590,572,Constitución,JULIETA LANTERI,January,06
13610,2706,Plaza Italia,Plaza Italia,January,09
13630,342,Constitución,Plazoleta Colombia,January,09
13663,560,PARQUE DEL BAJO,Suipacha,January,24
13684,554,Constitución,JULIETA LANTERI,January,24
13691,1260,Congreso,AUSTRIA Y FRENCH,January,24
13692,1418,Congreso,Hipólito Yrigoyen,January,24
13701,1513,Pacifico,PLAZA NORUEGA,January,24
13709,1625,Constitución,Barrio 31,January,24
13710,2493,Plaza Italia,HOSPITAL DE CLÍNICAS,January,22
13719,497,Pacifico,Guatemala,January,22
13747,797,Pacifico,Cabello,January,04
13749,495,PARQUE DEL BAJO,HUMBERTO 1°,January,04
13759,956,Congreso,BRASIL,January,04
13876,1717,Congreso,Fitz Roy & Gorriti,January,28
13900,229,Congreso,Paraná,January,16
13919,13313,Pacifico,F.J.Santamaria de Oro,January,16
13922,431,Pacifico,Guatemala,January,16
13925,816,PARQUE DEL BAJO,Madero UCA,January,16
14000,503,Congreso,Estados Unidos,January,05
14035,939,Congreso,Facultad de Medicina,January,23
14036,376,Congreso,Paraná,January,23
14091,1037,Constitución,JUANA MANSO I,January,18
14102,354,Pacifico,Guatemala,January,18
14139,1653,Plaza Italia,PARQUE SAAVEDRA,January,13
14148,561,Plaza Italia,,January,13
14154,1053,Pacifico,Acevedo,January,13
14168,1547,Pacifico,Huaura,January,13
14178,1197,Congreso,SEC. DE INNOVACION Y TRANSFORMACIÓN,January,13
14181,960,Congreso,BRASIL,January,12
14184,353,Pacifico,Guatemala,January,12
14227,617,Plaza Italia,Plaza Palermo Viejo,January,02
14228,689,Constitución,BELGRANO,January,02
14241,401,Pacifico,Guatemala,January,02
14251,1138,Constitución,Madero Office,January,02
14260,540,Plaza Italia,Godoy Cruz y Libertador,January,26
14261,2357,Plaza Italia,Plaza República de Ecuador,January,26
14283,700,Constitución,BELGRANO,January,26
14284,2734,Constitución,Plaza Colegiales,January,26
14304,496,Plaza Italia,,January,30
14305,873,Congreso,BRASIL,January,30
14306,449,Pacifico,Guatemala,January,30
14327,796,Constitución,ADUANA,January,30
14398,338,Congreso,BELGRANO,January,15
14405,1288,Constitución,Ministerio de Justicia y Seguridad,January,15
14408,536,Constitución,Constitución,January,15
14409,519,Plaza Italia,,January,15
14414,343,Pacifico,Guatemala,January,15
14447,1699,PARQUE DEL BAJO,MACACHA GUEMES,January,31
14456,890,Congreso,BRASIL,January,31
14477,959,Congreso,BRASIL,January,10
14478,723,Pacifico,AGUERO,January,10
14479,350,Pacifico,Guatemala,January,10
14500,1588,PARQUE DEL BAJO,Ruy Díaz de Guzmán,January,10
14501,590,PARQUE DEL BAJO,AZUCENA VILLAFLOR,January,10
14552,877,Congreso,BRASIL,January,27
14584,1767,Pacifico,PARQUE SAAVEDRA,January,17
14596,415,Pacifico,Guatemala,January,17
14620,1223,Constitución,JUANA MANSO I,January,11
14644,938,Congreso,BRASIL,January,11
14657,2312,Pacifico,PLAZA CASTELLI,January,11
14689,934,Constitución,JUANA MANSO I,January,19
14698,1988,Plaza Italia,RIOBAMBA,January,19
14712,714,Pacifico,ARENALES Y AGUERO,January,19
14763,380,Pacifico,Guatemala,January,06
14780,362,Congreso,Paraná,January,09
14781,219,Congreso,Paraná,January,09
14782,484,Congreso,Estados Unidos,January,09
14784,727,Pacifico,AGUERO,January,09
14802,296,PARQUE DEL BAJO,AZOPARDO Y CHILE,January,09
14867,414,Plaza Italia,General Urquiza,January,24
14873,580,Pacifico,Plaza República de Ecuador,January,24
14927,1736,Constitución,HOSPITAL DE CLÍNICAS,January,04
14930,271,Constitución,BRASIL,January,04
14969,340,Congreso,9 de Julio,January,20
14983,511,PARQUE DEL BAJO,JULIETA LANTERI,January,20
14990,250,Constitución,BRASIL,January,20
15041,10175,Plaza Italia,Plaza Italia,January,28
15042,1114,Plaza Italia,INSTITUTO LELOIR,January,28
15043,678,Pacifico,Billinghurst,January,28
15048,5248,Constitución,ONCE II,January,28
15075,392,Congreso,CARLOS CALVO,January,16
15088,725,PARQUE DEL BAJO,JULIETA LANTERI,January,16
15097,530,Plaza Italia,General Urquiza,January,16
15098,418,Pacifico,Plaza República de Ecuador,January,16
15116,1401,Congreso,Hospital Rivadavia,January,25
15117,1342,PARQUE DEL BAJO,Acuña de Figueroa,January,25
15134,611,PARQUE DEL BAJO,JULIETA LANTERI,January,25
15156,1052,PARQUE DEL BAJO,SARMIENTO II,January,25
15186,6661,Constitución,RODRIGO BUENO,January,05
15207,740,Congreso,Ecuador,January,23
15226,593,PARQUE DEL BAJO,JULIETA LANTERI,January,23
15256,622,Congreso,Ecuador,January,18
15259,314,Constitución,Ruy Díaz de Guzmán,January,18
15273,503,PARQUE DEL BAJO,JULIETA LANTERI,January,18
15280,698,Plaza Italia,Fitz Roy & Gorriti,January,18
15289,2674,Constitución,Gavilán,January,18
15295,1092,PARQUE DEL BAJO,SARMIENTO II,January,18
15308,924,Pacifico,Ecoparque,January,13
15312,537,Congreso,Ecuador,January,13
15330,487,Plaza Italia,General Urquiza,January,13
15333,799,Pacifico,PLAZA BOLIVIA,January,13
15337,918,Pacifico,De Los Ombues,January,13
15342,662,Plaza Italia,Billinghurst,January,12
15343,626,Plaza Italia,General Urquiza,January,12
15345,434,Congreso,CARLOS CALVO,January,12
15360,447,Constitución,Jorgelina De Simone,January,12
15395,730,Congreso,Ecuador,January,02
15398,422,Congreso,CARLOS CALVO,January,02
15404,479,Congreso,LARREA Y BARTOLOMÉ MITRE,January,02
15417,7884,Congreso,Congreso,January,26
15418,1296,Congreso,Hospital Rivadavia,January,26
15419,1734,Congreso,Carlos Gardel,January,26
15420,242,Congreso,9 de Julio,January,26
15422,436,Pacifico,Plaza República de Ecuador,January,26
15443,980,Constitución,LARREA Y BARTOLOMÉ MITRE,January,26
15470,802,Congreso,CARLOS CALVO,January,30
15472,574,Pacifico,ARMENIA,January,30
15490,546,PARQUE DEL BAJO,JULIETA LANTERI,January,30
15520,403,Congreso,CARLOS CALVO,January,03
15538,253,Constitución,BRASIL,January,03
15556,468,Plaza Italia,Hospital Rivadavia,January,15
15561,1030,Congreso,MARCELO T. DE ALVEAR,January,15
15576,476,Plaza Italia,Hospital Rivadavia,January,29
15582,469,Congreso,MINISTERIO DE EDUCACION,January,29
15584,4830,Congreso,VIRREY CEVALLOS,January,29
15586,1496,Plaza Italia,FACULTAD DE DERECHO,January,29
15597,1331,Pacifico,Plaza Italia,January,31
15613,283,Congreso,9 de Julio,January,31
15624,2328,Constitución,F.J.Santamaria de Oro,January,31
15645,936,Plaza Italia,Plaza Colegiales,January,10
15647,3632,Congreso,Congreso,January,10
15648,1948,Congreso,Congreso,January,10
15649,3693,Congreso,MINISTERIO DE EDUCACION,January,10
15694,444,Congreso,CARLOS CALVO,January,27
15695,379,Congreso,CARLOS CALVO,January,27
15699,457,Plaza Italia,General Urquiza,January,27
15713,915,Plaza Italia,Plaza Italia,January,17
15720,753,Pacifico,ARAOZ,January,17
15731,1362,Congreso,Estados Unidos,January,17
15758,556,Plaza Italia,Hospital Rivadavia,January,11
15759,692,Congreso,Ecuador,January,11
15765,1633,Congreso,Paraná,January,11
15772,990,Pacifico,YATAY,January,11
15781,1128,Pacifico,Godoy Cruz y Libertador,January,11
15793,655,Pacifico,ARMENIA,January,11
15801,612,Plaza Italia,Plaza Palermo Viejo,January,19
15803,346,Constitución,Ruy Díaz de Guzmán,January,19
15806,483,Congreso,CARLOS CALVO,January,19
15807,438,Congreso,CARLOS CALVO,January,19
15822,4866,Pacifico,General Urquiza,January,19
15837,113,Congreso,Congreso,January,06
15852,931,Plaza Italia,YATAY,January,06
15858,268,Constitución,BRASIL,January,06
15874,594,Congreso,Ecuador,January,09
15894,1026,PARQUE DEL BAJO,JULIETA LANTERI,January,09
15926,1901,Congreso,Hospital Rivadavia,January,24
15930,746,Pacifico,ARAOZ,January,24
15941,938,Plaza Italia,,January,24
15966,2018,PARQUE DEL BAJO,Plaza Almagro,January,22
15988,1053,Constitución,INGENIERO BUTTY,January,08
16055,347,Plaza Italia,Plaza Palermo Viejo,January,07
16098,1677,Pacifico,Peña,January,14
16104,1886,PARQUE DEL BAJO,PUEYRREDÓN,January,14
16131,500,PARQUE DEL BAJO,Legislatura,January,28
16155,1067,Constitución,CARLOS CALVO,January,16
16175,1765,Constitución,José Marmol,January,16
16196,1038,Constitución,INGENIERO BUTTY,January,25
16210,1107,Constitución,ESTADOS UNIDOS Y BOEDO,January,25
16215,320,Pacifico,Godoy Cruz y Libertador,January,25
16223,1418,Pacifico,,January,25
16253,559,PARQUE DEL BAJO,Suipacha,January,05
16254,159,Constitución,Constitución,January,05
16324,999,Constitución,INGENIERO BUTTY,January,18
16331,413,Congreso,LIMA,January,18
16334,10459,Constitución,Constitución,January,18
16339,251,Pacifico,Godoy Cruz y Libertador,January,18
16340,945,Constitución,José Marmol,January,18
16362,704,Congreso,ONCE,January,13
16395,647,Constitución,Plazoleta Colombia,January,13
16397,1419,Plaza Italia,ARMENIA,January,13
16399,260,Pacifico,Godoy Cruz y Libertador,January,12
16416,825,Constitución,Suipacha,January,12
16417,1292,Constitución,INGENIERO BUTTY,January,12
16451,942,Congreso,Hospital Francés,January,02
16456,704,Constitución,CASA SAN,January,02
16529,671,Plaza Italia,,January,30
16532,1207,Pacifico,BARRANCAS DE BELGRANO,January,30
16550,1936,PARQUE DEL BAJO,Solar de la Abadía,January,30
16577,1934,Pacifico,Plaza Irlanda,January,03
16627,1837,Constitución,INGENIERO BUTTY,January,15
16633,244,Pacifico,Godoy Cruz y Libertador,January,15
16641,3386,PARQUE DEL BAJO,Pacifico,January,29
16672,1040,Constitución,INGENIERO BUTTY,January,31
16675,1929,Constitución,ARAOZ,January,31
16690,1030,Constitución,ESTADOS UNIDOS Y BOEDO,January,31
16707,2955,Pacifico,De Los Ombues,January,31
16713,600,Pacifico,Plaza Colegiales,January,10
16724,932,Constitución,Suipacha,January,10
16775,747,Congreso,UADE,January,27
16793,2485,Constitución,ARAOZ,January,17
16800,541,Constitución,HUMBERTO 1°,January,17
16801,623,Congreso,MEXICO,January,17
16835,1072,Constitución,INGENIERO BUTTY,January,11
16850,1805,Constitución,HOSPITAL DE CLÍNICAS,January,11
16872,1807,Pacifico,De Los Ombues,January,11
16886,1369,Pacifico,Peña,January,19
16889,1035,Constitución,INGENIERO BUTTY,January,19
16894,600,PARQUE DEL BAJO,CERRITO,January,19
16923,1329,Pacifico,,January,19
16932,1264,Constitución,INGENIERO BUTTY,January,06
16933,389,Plaza Italia,Plaza Palermo Viejo,January,06
16945,257,Pacifico,Godoy Cruz y Libertador,January,06
16949,590,Pacifico,Plaza República de Ecuador,January,06
16958,1151,Plaza Italia,RIOBAMBA,January,09
16959,593,Pacifico,Plaza República de Ecuador,January,09
16973,1592,PARQUE DEL BAJO,Congreso,January,09
17001,915,Plaza Italia,Peña,January,24
17003,1170,Constitución,INGENIERO BUTTY,January,24
17028,368,Pacifico,Plaza República de Ecuador,January,24
17038,3470,Plaza Italia,Plaza Italia,January,22
